sample_key,material_system,n_or_p,composition,DOI,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,target_tau_eff_step18,pred_tau_eff_step19,tau_eff_ratio_pred_true_step19,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,zt_obs_max_step14,zt_pred_max_step14,manual_review_status_step17,paper_checked_step17,residual_category_step19,residual_note_step19,additive_final_step17,structure_final_step17,manual_review_status_step17__rec,tau_eff_ml_problem_reason_step19,needs_manual_review_for_ml_step19
10.1021_acs.chemmater.5b03365__sample_6720,unknown,p,La1.083S1.083NbS2,10.1021/acs.chemmater.5b03365,1.1402738197558937,-10.281494881638993,-11.421768701394887,11.421768701394887,3.1276246533656065,3.426127392797242e-05,1.0954407170024124e-05,medium,0.2164077543686178,0.1330908598607068,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_acs.chemmater.5b03365__sample_6722,unknown,p,La1.14S1.14NbS2,10.1021/acs.chemmater.5b03365,0.98931631869498,-10.281494881638993,-11.270811200333974,11.270811200333974,2.6893951544783574,3.426127392797242e-05,1.2739397507622055e-05,medium,0.2031206866560355,0.1150079941342202,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1103_physrevb.82.104420__sample_2868,unknown,n,Co2Mn0.2Ti0.8Sn,10.1103/physrevb.82.104420,-0.0630624012703978,-11.062829703506422,-10.999767302236023,10.999767302236023,0.93888488425159,1.5684623765519004e-05,1.6705587690893153e-05,medium,0.1339032994529583,0.2948982388433597,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_acs.chemmater.5b03365__sample_6721,unknown,p,La1.083S1.083NbS2,10.1021/acs.chemmater.5b03365,0.5392525645326923,-10.281494881638993,-10.820747446171685,10.820747446171685,1.7147247370065233,3.426127392797242e-05,1.998062615448352e-05,medium,0.186284861870945,0.1296867357649218,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_acs.chemmater.5b03365__sample_6723,unknown,p,La1.14S1.14NbS2,10.1021/acs.chemmater.5b03365,0.5375579541468676,-10.281494881638993,-10.819052835785861,10.819052835785861,1.7118214073594402,3.426127392797242e-05,2.0014514236518363e-05,medium,0.1796239827633228,0.1458193457921549,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.actamat.2021.117231__sample_46281,unknown,n,Ag4.08TeS,10.1016/j.actamat.2021.117231,-11.362854671621625,-0.7046971165062417,10.658157555115382,10.658157555115382,1.1619164957762985e-05,0.4942582542540644,42538.19065748275,medium,0.0726715573803478,0.069650212176971,0.6100574,9.001353280934348e-06,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_acs.chemmater.5b03365__sample_6725,unknown,p,La1.197S1.197NbS2,10.1021/acs.chemmater.5b03365,0.1189025299643819,-10.281494881638993,-10.400397411603375,10.400397411603375,1.1262601363226112,3.426127392797242e-05,3.042039118941031e-05,medium,0.1924612302438259,0.130144898820887,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3409112__sample_46878,unknown,p,NaCo2O4,10.1063/1.3409112,7.638854431140685,-2.7522615136781483,-10.391115944818834,10.391115944818834,2077.362690951834,0.06378345082874458,3.0704051394857496e-05,low,0.4796058590404716,0.8882806814849947,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2021.160387__sample_46146,unknown,p,Cu3VSe4,10.1016/j.jallcom.2021.160387,-10.719068070622216,-1.177131232180703,9.541936838441513,9.541936838441513,2.2119122089838828e-05,0.30816151559367305,13931.905359627159,low,0.3295711914213749,,0.0001221188,2.1469956911469616e-06,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3643051__sample_1446,unknown,p,Bi0.4Sb1.6Te3,10.1063/1.3643051,-9.429412957388308,6.011428478179339e-05,9.42947307167309,9.42947307167309,8.03263410831801e-05,1.0000601160916816,12449.964763813807,medium,0.0888249450942161,0.1209538486366336,0.9840547,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c4dt01734j__sample_8295,unknown,n,Mg1.94Zn0.06Si0.5Sn0.49Sb0.01,10.1039/c4dt01734j,-8.656019198990714,0.6862288606887916,9.342248059679505,9.342248059679505,0.0001740758909433,1.9862111132206484,11410.029857997952,medium,0.1830123135765067,0.4060933700308699,0.8679286,2.4964800546287247e-05,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c4dt01734j__sample_8292,unknown,n,Mg2Si0.5Sn0.49Sb0.01,10.1039/c4dt01734j,-9.26524328688112,0.07416918251937359,9.339412469400493,9.339412469400493,9.465770420147484e-05,1.076988997795894,11377.72151650297,medium,0.1126996495126199,0.1155884536466615,0.7779054,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c4dt01734j__sample_8293,unknown,n,Mg1.99Zn0.01Si0.5Sn0.49Sb0.01,10.1039/c4dt01734j,-8.587316928722519,0.6862288606887916,9.27354578941131,9.27354578941131,0.0001864556910287,1.9862111132206484,10652.456367850542,medium,0.1577849868697617,0.3310929656779982,0.9028925,2.241816705107812e-05,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c4dt01734j__sample_8294,unknown,n,Mg1.98Zn0.02Si0.5Sn0.49Sb0.01,10.1039/c4dt01734j,-8.586709034453566,0.6862288606887916,9.272937895142357,9.272937895142357,0.0001865690708327,1.9862111132206484,10645.982768503582,medium,0.1469583546742974,0.2910522477862888,1.002307,7.520569835691338e-05,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3643051__sample_1447,unknown,p,Bi0.4Sb1.6Te3,10.1063/1.3643051,-9.11620737338728,6.011428478179339e-05,9.116267487672062,9.116267487672062,0.0001098705862529,1.0000601160916816,9102.164193333276,medium,0.0910545931997622,0.1230803037819847,1.025057,7.207326142767771e-05,not_checked,no,large_over_prediction,selected model primary split test residual,unknown,unknown,not_checked,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3643051__sample_1448,unknown,p,Bi2Te2.1Se0.9,10.1063/1.3643051,-9.862363086857776,-0.8895639046882848,8.972799182169492,8.972799182169492,5.20990894222453e-05,0.41083487685560166,7885.644094965374,medium,0.0484053396363254,0.0785461266642641,0.4897494,4.503168374935712e-05,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.matchemphys.2014.03.034__sample_7450,unknown,n,CuIn0.90Fe0.10S2,10.1016/j.matchemphys.2014.03.034,-10.303359068997135,-1.3912153077037945,8.912143761293342,8.912143761293342,3.352030883302384e-05,0.24877278535935984,7421.554097206635,medium,0.4727580936023212,0.7873791879818706,1.199111e-06,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.ceramint.2011.06.068__sample_21667,unknown,n,(ZnO)4.0In2O3,10.1016/j.ceramint.2011.06.068,-9.606684261051416,-0.7207544317071167,8.885929829344299,8.885929829344299,6.727752960773168e-05,0.48638517311144586,7229.533782636832,medium,0.327882015247649,0.3580528140404081,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.15541_jim20140335__sample_16096,unknown,p,C,10.15541/jim20140335,0.1140473316261288,-8.723757787156003,-8.837805118782132,8.837805118782132,1.1208051731601318,0.00016267474385657513,0.0001451409645067131,low,0.3089809532347593,,0.0006940899,0.0004943047558742,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3643051__sample_1449,unknown,p,Bi2Te2.1Se0.9,10.1063/1.3643051,-9.3421762756962,-0.8895639046882848,8.452612371007916,8.452612371007916,8.76484811176184e-05,0.41083487685560166,4687.301726361792,medium,0.0361987511664095,0.0270409161066154,0.5512528,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.15541_jim20140335__sample_16095,unknown,p,C,10.15541/jim20140335,-0.4730711018951717,-8.723757787156003,-8.250686685260831,8.250686685260831,0.623085767023732,0.00016267474385657513,0.0002610792164834977,low,0.2974459888469561,,0.0006811943,0.0003644553718543,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.4790190__sample_16101,unknown,n,C,10.1063/1.4790190,0.7207883077743501,-7.4958692710579875,-8.216657578832338,8.216657578832338,2.0560533748258303,0.000555373736884424,0.00027011640051974333,low,0.0823098814991948,,0.001486722,0.0016486551762514,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.15541_jim20140335__sample_16094,unknown,p,C,10.15541/jim20140335,-0.6146034910196067,-8.723757787156003,-8.109154296136397,8.109154296136397,0.5408553067847032,0.00016267474385657513,0.0003007731306615997,low,0.301194791202692,,0.000404651,0.000296812237096,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.15541_jim20140335__sample_16093,unknown,p,C,10.15541/jim20140335,-1.0888244021270197,-8.723757787156003,-7.634933385028984,7.634933385028984,0.3366119815233658,0.00016267474385657513,0.00048327080670265184,low,0.3056331476596325,,0.0001752153,0.0001268400603409,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.4028_www.scientific.net_amr.415-417.47__sample_30760,unknown,n,Mg2Si0.8Sn0.2,10.4028/www.scientific.net/amr.415-417.47,7.267825374596887,-0.1344920254142135,-7.402317400011101,7.402317400011101,1433.4298881881325,0.8741598499114908,0.0006098378840254518,medium,0.0842882789807655,0.0968125228119549,0.2032442,671.5030535703972,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.mtener.2020.100492__sample_36374,unknown,p,Cement with GnP and MnO2,10.1016/j.mtener.2020.100492,-4.607874256954973,2.7539004863069203,7.361774743261893,7.361774743261893,0.0099729958173988,15.703764902401456,1574.628646189223,low,0.0841406899358422,,0.002080317,0.0018623379220567,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.matchemphys.2012.11.052__sample_28963,unknown,p,PANi/GNs,10.1016/j.matchemphys.2012.11.052,2.249211582990692,-4.945330880983424,-7.194542463974116,7.194542463974116,9.480258492065357,0.007116559540234034,0.0007506714659932896,low,0.0954319667710807,,0.0006947374,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.matchemphys.2012.11.052__sample_28964,unknown,p,PANi/GNs,10.1016/j.matchemphys.2012.11.052,2.140604843491138,-4.945330880983424,-7.085935724474562,7.085935724474562,8.504580013426425,0.007116559540234034,0.0008367914146258741,low,0.137215105596547,,0.0008736578,0.0754470974685599,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3409112__sample_46879,unknown,p,NaCo1.9Fe0.1O4,10.1063/1.3409112,7.123437859360288,0.1085166035754282,-7.014921255784859,7.014921255784859,1240.7084912700077,1.11462341511865,0.0008983765509476806,medium,0.465343118757317,0.7844897528147231,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2016.07.093__sample_22872,unknown,p,Sn0.95Ag0.05CCo3,10.1016/j.jallcom.2016.07.093,2.287831468942779,-4.709944350075864,-6.997775819018644,6.997775819018644,9.853546773929397,0.009005278711569649,0.0009139124132841077,medium,0.2783041347194404,0.5179822197755709,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.mtener.2020.100492__sample_36375,unknown,p,Cement with GnP,10.1016/j.mtener.2020.100492,-4.17960578026098,2.7539004863069203,6.9335062665679,6.9335062665679,0.0153045397293065,15.703764902401456,1026.0854086536483,medium,0.0888637911435388,0.1165043602973581,0.0002905181,0.0002866791512297,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2016.07.093__sample_22871,unknown,p,Sn0.9975Ag0.025CCo3,10.1016/j.jallcom.2016.07.093,2.216615039297952,-4.709944350075864,-6.926559389373816,6.926559389373816,9.176217101873064,0.009005278711569649,0.0009813715839102671,medium,0.2794045350293052,0.5212306470518099,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.4028_www.scientific.net_amr.415-417.47__sample_30759,unknown,n,(Mg2Si0.8Sn0.2)98.45(SiO2)1.55,10.4028/www.scientific.net/amr.415-417.47,6.760679654486627,-0.1344920254142135,-6.895171679900841,6.895171679900841,863.2286937133553,0.8741598499114908,0.0010126631057073797,medium,0.2616987391676723,0.129902154475558,0.2474157,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2016.07.093__sample_22873,unknown,p,Sn0.9Ag0.1CCo3,10.1016/j.jallcom.2016.07.093,2.132333903603636,-4.709944350075864,-6.842278253679501,6.842278253679501,8.434529235591482,0.009005278711569649,0.001067668207677763,medium,0.2716626585460046,0.5048137085965584,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2016.07.093__sample_22874,unknown,p,Sn0.85Ag0.15CCo3,10.1016/j.jallcom.2016.07.093,1.987419136204441,-4.709944350075864,-6.697363486280306,6.697363486280306,7.296677708996353,0.009005278711569649,0.00123416150071514,medium,0.3225469159869499,0.6559866119698209,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1007_bf00661543__sample_17664,unknown,p,Pd99.999Ru0.001,10.1007/bf00661543,8.031928296458469,1.5007531994885266,-6.5311750969699425,6.5311750969699425,3077.6706164048774,4.485065947825132,0.0014572923833754102,medium,0.0001243942632574,8.286256173184869e-05,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jmat.2016.09.001__sample_31732,unknown,p,Ge0.97Ag0.03Se,10.1016/j.jmat.2016.09.001,-4.741591553172731,1.7755359606827505,6.517127513855482,6.517127513855482,0.0087247492272188,5.903444302615923,676.6319751860389,low,0.9036408085380156,0.3759686588562078,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c5nj02113h__sample_2736,unknown,p,PbTe NCs,10.1039/c5nj02113h,-6.013572684442178,0.3930518112463167,6.4066244956884955,6.4066244956884955,0.0024453361411984,1.48149514545073,605.8451926059887,low,0.6101154508753773,,0.01691236,0.0115173762328096,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.1735807__sample_17224,unknown,n,Be98.7(BeO)1.2Al0.056Si0.035Ni0.016Mn0.010,10.1063/1.1735807,7.493081365406592,1.1183132318973446,-6.374768133509248,6.374768133509248,1795.576403275521,3.0596888625742764,0.0017040148539448057,low,0.3778777507804408,0.837735677873207,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_am4059167__sample_30708,unknown,p,C,10.1021/am4059167,-2.35160167150654,-8.723757787156003,-6.372156115649464,6.372156115649464,0.09521653440826,0.00016267474385657513,0.0017084715891787713,low,0.0801122121165903,,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.1629393__sample_25589,unknown,p,La0.95Sr0.05Ni0.2Co0.8O3,10.1063/1.1629393,0.0966727623617236,-6.21413376723766,-6.310806529599384,6.310806529599384,1.10149986242427,0.0020009488873947126,0.0018165675327374644,medium,0.5688364243202462,0.6965442672894071,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.1735807__sample_17225,unknown,n,Be98.7(BeO)1.18Al0.044Ni0.014Mn0.009,10.1063/1.1735807,7.024258526479963,0.7626188202537131,-6.2616397062262505,6.2616397062262505,1123.5611592237017,2.1438833203598717,0.0019081144829188807,medium,0.3426281606476041,0.7502043841347813,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jmat.2016.09.001__sample_31735,unknown,p,Ge0.995Ag0.005Se,10.1016/j.jmat.2016.09.001,-4.481189905961838,1.7755359606827505,6.256725866644588,6.256725866644588,0.0113199354789602,5.903444302615923,521.5086529060488,medium,0.5732702207287992,0.2168698089253901,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jmat.2016.09.001__sample_31736,unknown,p,Ge0.998Ag0.002Se,10.1016/j.jmat.2016.09.001,-4.47473939790837,1.7755359606827505,6.250275358591121,6.250275358591121,0.0113931908270313,5.903444302615923,518.1554835902078,medium,0.4972434836334912,0.2403487430365948,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jmat.2016.09.001__sample_31734,unknown,p,Ge0.99Ag0.01Se,10.1016/j.jmat.2016.09.001,-4.453502927069166,1.7755359606827505,6.2290388877519165,6.2290388877519165,0.0116377293693529,5.903444302615923,507.2677079226646,medium,0.6851034655208663,0.1983054686337565,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1109_jictee.2014.6804067__sample_23514,unknown,p,CuBO2,10.1109/jictee.2014.6804067,-10.186986168762523,-4.003854611491455,6.183131557271068,6.183131557271068,3.765720821601787e-05,0.018245175109093743,484.5068440663898,low,0.8696727006584566,,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3409112__sample_46880,unknown,p,NaCo1.6Fe0.4O4,10.1063/1.3409112,6.1862520719685685,0.1085166035754282,-6.07773546839314,6.07773546839314,486.0211162198105,1.11462341511865,0.002293364172709205,medium,0.3640770744541917,0.6472056734564151,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.solidstatesciences.2010.05.005__sample_28112,unknown,n,La0.08Sr0.92TiO3,10.1016/j.solidstatesciences.2010.05.005,-7.004874485489355,-0.9473536741194224,6.057520811369933,6.057520811369933,0.0009074478259996,0.3877658216108331,427.3147287379187,low,0.6879268577473112,0.951335101177932,0.0005296682,0.0002558867588772,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c5ra21404a__sample_82697,unknown,n,NiCoSb,10.1039/c5ra21404a,1.1812212639362225,-4.8432815826152815,-6.0245028465515045,6.0245028465515045,3.25835108065304,0.007881148928627445,0.002418753760275551,medium,0.469129734202294,0.3548059324294376,0.4106,0.1608363775535148,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
