sample_key,DOI,sample_id,composition,carrier_type_guess,seebeck_sign_class,seebeck_curve_count,electrical_conductivity_curve_count,electrical_resistivity_curve_count,thermal_conductivity_curve_count,zt_curve_count,is_relaxation_fit_candidate,is_accuracy_check_candidate,is_extended_transport_candidate,candidate_priority,zt_unit_check_status,missing_for_accuracy_check
10.1002_adfm.201001307__sample_16930,10.1002/adfm.201001307,16930,Ag6.52Sb6.52Ge36.96Te49.00Ce1.00,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201202571__sample_4924,10.1002/adfm.201202571,4924,Ga0.027Co4Sb5.9865(GaSb)0.0135,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201202571__sample_4925,10.1002/adfm.201202571,4925,Ga0.067Co4Sb5.9665(GaSb)0.0335,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201202571__sample_4926,10.1002/adfm.201202571,4926,Ga0.087Co4Sb5.9565(GaSb)0.0435,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201202571__sample_4927,10.1002/adfm.201202571,4927,Ga0.1Co4Sb5.95(GaSb)0.05,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201300146__sample_1422,10.1002/adfm.201300146,1422,Bi0.3Sb1.7Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201300146__sample_1424,10.1002/adfm.201300146,1424,(Bi0.3Sb1.7Te3)96.98(SiC)3.02,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201300663__sample_81424,10.1002/adfm.201300663,81424,Hf0.65Zr0.35NiSn0.98Sb0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201300663__sample_81425,10.1002/adfm.201300663,81425,Hf0.65Zr0.35Ni0.95Pt0.05Sn0.98Sb0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201300663__sample_81426,10.1002/adfm.201300663,81426,Hf0.65Zr0.35Ni0.9Pt0.1Sn0.98Sb0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201300663__sample_81427,10.1002/adfm.201300663,81427,Hf0.65Zr0.35Ni0.85Pt0.15Sn0.98Sb0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400123__sample_8245,10.1002/adfm.201400123,8245,Mg2Si0.4Sn0.58Sb0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400123__sample_8246,10.1002/adfm.201400123,8246,Mg2Si0.4Sn0.49Sb0.11,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400123__sample_8247,10.1002/adfm.201400123,8247,Mg2Si0.4Sn0.48Sb0.12,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400123__sample_8248,10.1002/adfm.201400123,8248,Mg2Si0.4Sn0.33Sb0.27,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400123__sample_8249,10.1002/adfm.201400123,8249,Mg2Si0.4Sn0.22Sb0.38,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400474__sample_26729,10.1002/adfm.201400474,26729,Bi2Te2.9Se0.1,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400474__sample_26730,10.1002/adfm.201400474,26730,Bi2Te2.3Se0.7,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400474__sample_26731,10.1002/adfm.201400474,26731,Bi2Te1.7Se1.3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400474__sample_26732,10.1002/adfm.201400474,26732,Bi2Te1.1Se1.9,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400474__sample_26733,10.1002/adfm.201400474,26733,Bi2Te2.6Se0.4,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400474__sample_26734,10.1002/adfm.201400474,26734,Bi2Te2Se,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201400474__sample_26735,10.1002/adfm.201400474,26735,Bi2Te1.4Se1.6,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402211__sample_7641,10.1002/adfm.201402211,7641,BiAgSeS0.985Cl0.015,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402211__sample_7642,10.1002/adfm.201402211,7642,BiAgSeS0.985Cl0.015,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402211__sample_7643,10.1002/adfm.201402211,7643,BiAgSeS0.985Cl 0.015,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402663__sample_26754,10.1002/adfm.201402663,26754,Bi2Te3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402663__sample_26755,10.1002/adfm.201402663,26755,Ag0.04Bi2Te3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402663__sample_26756,10.1002/adfm.201402663,26756,Ag0.08Bi2Te3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402663__sample_26757,10.1002/adfm.201402663,26757,Ag0.12Bi2Te3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402663__sample_26758,10.1002/adfm.201402663,26758,Ag0.16Bi2Te3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402663__sample_26759,10.1002/adfm.201402663,26759,Ag0.2Bi2Te3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201402663__sample_26760,10.1002/adfm.201402663,26760,Ag0.4Bi2Te3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201502782__sample_26765,10.1002/adfm.201502782,26765,Ce0.25Co4Sb12,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201502782__sample_26766,10.1002/adfm.201502782,26766,Ce0.25Co3.975Cr0.025Sb12,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201502782__sample_26767,10.1002/adfm.201502782,26767,Ce0.25Co3.95Cr0.05Sb12,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201502782__sample_26768,10.1002/adfm.201502782,26768,Ce0.25Co3.9Cr0.1Sb12,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14503,10.1002/adfm.201601486,14503,Cu1.95Ag0.05SnSe3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14504,10.1002/adfm.201601486,14504,Cu1.9Ag0.1SnSe3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14505,10.1002/adfm.201601486,14505,Cu1.85Ag0.15SnSe3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14506,10.1002/adfm.201601486,14506,Cu1.8Ag0.2SnSe3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14507,10.1002/adfm.201601486,14507,Cu 2SnSe3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14508,10.1002/adfm.201601486,14508,Cu1.85Ag0.15SnSe3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14509,10.1002/adfm.201601486,14509,Cu1.85Ag0.15Sn0.95In0.05Se3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14510,10.1002/adfm.201601486,14510,Cu1.85Ag0.15Sn0.9In0.1Se3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14511,10.1002/adfm.201601486,14511,Cu1.85Ag0.15Sn0.85In0.15Se3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201601486__sample_14512,10.1002/adfm.201601486,14512,Cu1.85Ag0.15Sn0.8In0.2Se3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201602652__sample_19500,10.1002/adfm.201602652,19500,SnSe,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201602652__sample_19501,10.1002/adfm.201602652,19501,SnSe,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201602652__sample_19502,10.1002/adfm.201602652,19502,SnSe,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201602652__sample_19503,10.1002/adfm.201602652,19503,K0.01Sn0.99Se,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201602652__sample_19504,10.1002/adfm.201602652,19504,K0.01Sn0.99Se,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201705845__sample_83049,10.1002/adfm.201705845,83049,NbCoSb,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201705845__sample_83050,10.1002/adfm.201705845,83050,Nb0.85CoSb,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201705845__sample_83051,10.1002/adfm.201705845,83051,Nb0.84CoSb,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201705845__sample_83052,10.1002/adfm.201705845,83052,Nb0.83CoSb,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201705845__sample_83053,10.1002/adfm.201705845,83053,Nb0.82CoSb,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201705845__sample_83054,10.1002/adfm.201705845,83054,Nb0.81CoSb,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201705845__sample_83055,10.1002/adfm.201705845,83055,Nb0.80CoSb,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39932,10.1002/adfm.201801617,39932,Pb0.988Sb0.012Te,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39933,10.1002/adfm.201801617,39933,Pb0.988Sb0.012Te(GeTe)0.02,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39934,10.1002/adfm.201801617,39934,Pb0.988Sb0.012Te(GeTe)0.05,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39935,10.1002/adfm.201801617,39935,Pb0.988Sb0.012Te(GeTe)0.08,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39937,10.1002/adfm.201801617,39937,Pb0.988Sb0.012Te(GeTe)0.1,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39938,10.1002/adfm.201801617,39938,Pb0.988Sb0.012Te(GeTe)0.12,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39939,10.1002/adfm.201801617,39939,Pb0.988Sb0.012Te(GeTe)0.13,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39940,10.1002/adfm.201801617,39940,Pb0.988Sb0.012Te(GeTe)0.14,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201801617__sample_39941,10.1002/adfm.201801617,39941,Pb0.988Sb0.012Te(GeTe)0.13,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41880,10.1002/adfm.201806558,41880,BiSbSe3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41881,10.1002/adfm.201806558,41881,BiSb(Se0.98Br0.02)3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41882,10.1002/adfm.201806558,41882,BiSb(Se0.96Br0.04)3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41883,10.1002/adfm.201806558,41883,BiSb(Se0.94Br0.06)3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41884,10.1002/adfm.201806558,41884,BiSb(Se0.92Br0.08)3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41885,10.1002/adfm.201806558,41885,Bi2Se3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41886,10.1002/adfm.201806558,41886,Bi1.5Sb0.5Se3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41887,10.1002/adfm.201806558,41887,Bi0.5Sb1.5Se3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41912,10.1002/adfm.201806558,41912,BiSb(Se0.94Br0.06)3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_41913,10.1002/adfm.201806558,41913,BiSb(Se0.94Br0.06)3,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201806558__sample_79036,10.1002/adfm.201806558,79036,BiSbSe3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41570,10.1002/adfm.201806613,41570,GeTe,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41571,10.1002/adfm.201806613,41571,Ge0.97Bi0.03Te1.015,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41572,10.1002/adfm.201806613,41572,Ge0.95Bi0.05Te1.025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41573,10.1002/adfm.201806613,41573,Ge0.93Bi0.07Te1.035,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41580,10.1002/adfm.201806613,41580,Ge0.95Bi0.05Te1.025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41581,10.1002/adfm.201806613,41581,Ge0.95Bi0.05Te1.025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41582,10.1002/adfm.201806613,41582,Ge0.95Bi0.05Te1.025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41584,10.1002/adfm.201806613,41584,Ge0.95Bi0.05Te1.025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41585,10.1002/adfm.201806613,41585,Ge0.95Bi0.05Te1.025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201806613__sample_41595,10.1002/adfm.201806613,41595,Ge0.95Bi0.05Te1.025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201903157__sample_45714,10.1002/adfm.201903157,45714,Fe0.241Co0.063Si0.686Ge0.06Cu0.014P0.03,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201903157__sample_45715,10.1002/adfm.201903157,45715,Fe0.241Co0.063Si0.686Ge0.06Cu0.013P0.04,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201903157__sample_45716,10.1002/adfm.201903157,45716,Fe0.241Co0.063Si0.686Ge0.06Cu0.013P0.05,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201903157__sample_45717,10.1002/adfm.201903157,45717,Fe0.241Co0.063Si0.686Ge0.06Cu0.007P0.03Sb0.01,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201903157__sample_45718,10.1002/adfm.201903157,45718,Fe0.241Co0.063Si0.686Ge0.06Cu0.007P0.03Sb0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27119,10.1002/adfm.201906143,27119,Mg3.2Sb1.5Bi0.495Se0.005,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27123,10.1002/adfm.201906143,27123,Mg3.2Sb1.5Bi0.4925Se0.0075,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27124,10.1002/adfm.201906143,27124,Mg3.2Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27127,10.1002/adfm.201906143,27127,Mg3.2Sb1.5Bi0.4875Se0.0125,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27128,10.1002/adfm.201906143,27128,Mg3.175Co0.025Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27129,10.1002/adfm.201906143,27129,Mg3.15Co0.05Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27130,10.1002/adfm.201906143,27130,Mg3.1Co0.1Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27131,10.1002/adfm.201906143,27131,Mg3.2Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27132,10.1002/adfm.201906143,27132,Mg3.175Mn0.025Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27133,10.1002/adfm.201906143,27133,Mg3.15Mn0.05Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201906143__sample_27134,10.1002/adfm.201906143,27134,Mg3.1Mn0.1Sb1.5Bi0.49Se0.01,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201908315__sample_36216,10.1002/adfm.201908315,36216,Cu1.96Se,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201908315__sample_36217,10.1002/adfm.201908315,36217,Cu1.96Se0.96S0.04,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201908315__sample_36218,10.1002/adfm.201908315,36218,Cu1.96Se0.88S0.12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201908315__sample_36225,10.1002/adfm.201908315,36225,Cu2Se,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.201908405__sample_36198,10.1002/adfm.201908405,36198,SnSe2,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201908405__sample_36199,10.1002/adfm.201908405,36199,SnCu0.005Se2,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201908405__sample_36200,10.1002/adfm.201908405,36200,SnSe1.98Br0.02,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.201908405__sample_36201,10.1002/adfm.201908405,36201,SnCu0.005Se1.98Br0.02,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42093,10.1002/adfm.202007340,42093,(PbTe)98Sb2Te3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42094,10.1002/adfm.202007340,42094,(PbTe)81Sb2Te3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42095,10.1002/adfm.202007340,42095,(PbTe)38Sb2Te3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42096,10.1002/adfm.202007340,42096,(PbTe)18Sb2Te3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42097,10.1002/adfm.202007340,42097,(PbTe)81Sb2Te3Sb0.2,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42098,10.1002/adfm.202007340,42098,(PbTe)81Sb2Te3Sb0.4,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42099,10.1002/adfm.202007340,42099,(PbTe)81Sb2Te3Sb0.6,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42100,10.1002/adfm.202007340,42100,(PbTe)81Sb2Te3Sb0.8,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42101,10.1002/adfm.202007340,42101,(PbTe)81Sb2Te3Sb0.6Cu2Te,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42102,10.1002/adfm.202007340,42102,(PbTe)81Sb2Te3Sb0.6(Cu2Te)2,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202007340__sample_42103,10.1002/adfm.202007340,42103,(PbTe)81Sb2Te3Sb0.6(Cu2Te)5,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41914,10.1002/adfm.202008851,41914,Bi0.5Sb1.5Te3,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41915,10.1002/adfm.202008851,41915,Bi0.5Sb1.5Te3,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41916,10.1002/adfm.202008851,41916,Bi0.5Sb1.5Te3C0.17,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41917,10.1002/adfm.202008851,41917,Bi0.5Sb1.5Te3C0.22,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41918,10.1002/adfm.202008851,41918,Bi0.5Sb1.5Te3C0.28,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41919,10.1002/adfm.202008851,41919,Bi0.5Sb1.5Te3C0.34,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41925,10.1002/adfm.202008851,41925,Bi0.5Sb1.5Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41926,10.1002/adfm.202008851,41926,Bi0.5Sb1.5Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41927,10.1002/adfm.202008851,41927,Bi0.5Sb1.5Te3C0.17,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41928,10.1002/adfm.202008851,41928,Bi0.5Sb1.5Te3C0.28,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.202008851__sample_41929,10.1002/adfm.202008851,41929,Bi0.5Sb1.5Te3C0.28,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45225,10.1002/adfm.202102185,45225,PbS,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45226,10.1002/adfm.202102185,45226,PbSCu0.01,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45227,10.1002/adfm.202102185,45227,Pb0.99Cu0.01S,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45228,10.1002/adfm.202102185,45228,Pb0.99Cu0.01SCu0.01,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45229,10.1002/adfm.202102185,45229,Pb0.995Li0.005S,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45230,10.1002/adfm.202102185,45230,Pb0.99Li0.01S,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45231,10.1002/adfm.202102185,45231,Pb0.985Li0.015S,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45232,10.1002/adfm.202102185,45232,Pb0.98Li0.02S,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45233,10.1002/adfm.202102185,45233,PbSCu0.0025,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45234,10.1002/adfm.202102185,45234,PbSCu0.005,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45235,10.1002/adfm.202102185,45235,PbSCu0.015,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1002_adfm.202102185__sample_45236,10.1002/adfm.202102185,45236,Pb0.995Cu0.005S,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
