sample_key,candidate_score_step24,candidate_tier_step24,candidate_reason_step24,candidate_caution_step24,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_final_step17,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step24,zt_pred_ML_max_step24,zt_pred_fitting_max_step24,zt_calc_from_obs_max_step24,zt_obs_max_step21,zt_pred_ML_max_step21,zt_pred_fitting_max_step21,zt_calc_from_obs_max_step21,zt_obs_max_step22,zt_pred_ML_max_step22,zt_pred_fitting_max_step22,zt_calc_from_obs_max_step22,sigma_obs_max_step24,sigma_obs_median_step24,sigma_pred_ML_max_step24,sigma_pred_ML_median_step24,kappa_obs_min_step24,kappa_obs_median_step24,seebeck_abs_max_step24,seebeck_abs_median_step24,zt_obs_max_from_rows_step24,zt_pred_ML_max_from_rows_step24,zt_calc_from_obs_max_from_rows_step24,temperature_min_step24,temperature_max_step24,temperature_span_step24,n_temperature_rows_step24,is_high_zt_observed_step24,is_high_zt_ml_predicted_step24,is_high_zt_fitting_predicted_step24,is_low_kappa_step24,is_high_sigma_obs_step24,is_high_sigma_ml_step24,is_low_kappa_high_sigma_step24,elements_detected_step24,contains_carbon_element_step24,rare_metal_elements_step24,rare_metal_flag_step24,toxicity_attention_elements_step24,toxicity_attention_flag_step24,is_low_rare_metal_attention_step24,is_low_toxicity_attention_step24,is_nanocarbon_candidate_step24,is_ml_supported_candidate_step24,is_fitting_supported_candidate_step24,is_balanced_recommended_candidate_step24,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method_final_step17,sintering_condition_final_step17,sintering_checked_final_step17,sintering_source_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,comparison_category_step22,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_pattern_step23,error_cause_note_step23,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,manual_annotation_needed_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason,in_manual_review_priority_step24,in_sintering_check_priority_step24,in_high_zt_error_step24,needs_manual_review_step24,needs_sintering_check_step24,sintering_method,sintering_checked,record_checked,evaluation_scope_step21,downstream_evaluation_note_step21,doi_url
10.1039_c4ta01380h__sample_82195,150,A,ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected; toxicity attention elements not detected; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; structure unknown; additive unknown; sintering unknown,10.1039/c4ta01380h,,82195,ZrNiSn,,n,,,,,,0.183,361.1011628531853,526.9947084343222,574.8246220610804,0.183,361.1011628531853,526.9947084343222,574.8246220610804,,,,,86950.0,74645.0,62732.461661996,47832.54022442329,0.001488,3.63751,0.00015306,0.000140135,0.183,361.1011628531853,574.8246220610804,320.5,771.6,451.1,10,False,True,True,True,True,True,True,Ni;Sn;Zr,False,,False,,False,True,True,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1039/c4ta01380h
10.1016_j.matpr.2019.02.050__sample_39203,150,A,ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected; toxicity attention elements not detected; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; structure unknown; additive unknown; sintering unknown,10.1016/j.matpr.2019.02.050,,39203,Fe0.92Mn0.08Si2,,p,,,,,,0.01587496,192.0175612336544,19.290417342545112,15.992622349985718,0.01587496,192.0175612336544,19.290417342545112,15.992622349985718,,,,,15803.91,8908.458,98200.21115894832,69856.52680691148,0.00747117,0.008124085,0.0002239729,0.0001820614,0.01587496,192.0175612336544,15.992622349985718,327.418,765.985,438.567,19,False,True,True,True,True,True,True,Fe;Mn;Si,False,,False,,False,True,True,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.matpr.2019.02.050
10.1016_j.matpr.2019.02.050__sample_39204,150,A,ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected; toxicity attention elements not detected; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; structure unknown; additive unknown; sintering unknown,10.1016/j.matpr.2019.02.050,,39204,Fe0.97Co0.03Si2,,n,,,,,,0.1220138,162.25058569124332,84.82458396330571,124.86983353763738,0.1220138,162.25058569124332,84.82458396330571,124.86983353763738,,,,,14384.61,10959.88,23710.58973370897,18327.612793227247,0.00538088,0.006166558,0.0003008951,0.0002757691,0.1220138,162.25058569124332,124.86983353763738,323.088,770.315,447.22700000000003,19,False,True,True,True,True,True,True,Co;Fe;Si,False,,False,,False,True,True,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.matpr.2019.02.050
10.1109_ict.2005.1519880__sample_24217,145,A,observed ZT >= threshold; ML predicted ZT >= threshold; low thermal conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected; toxicity attention elements not detected; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; structure unknown; additive unknown; sintering unknown,10.1109/ict.2005.1519880,,24217,TiO1.1,,p,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.543128,1.2277392673317538,0.5837148207394245,1.4726503597260654,1.543128,1.2277392673317538,0.5837148207394245,1.4726503597260654,,,,,8985.675,8280.326000000001,31700.29965189816,19745.375675831478,1.445161,4.2064515,0.001008116,0.0007930434499999999,1.543128,1.2277392673317538,1.4726503597260654,569.954,1220.182,650.2280000000001,14,True,True,False,True,False,True,True,O;Ti,False,,False,,False,True,True,False,True,True,True,False,,False,False,,auto_step9,,,auto_step9,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1109/ict.2005.1519880
10.1039_c5ta01667c__sample_7224,145,A,observed ZT >= threshold; ML predicted ZT >= threshold; low thermal conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected; toxicity attention elements not detected; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; structure unknown; additive unknown; sintering unknown,10.1039/c5ta01667c,,7224,Cu1.97S,,p,p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.89418,6.02044003986307,0.1733118333599964,0.2107504195074948,1.89418,6.02044003986307,0.1733118333599964,0.2107504195074948,,,,,2782.609,1739.13,85485.3280298994,58304.26758538444,0.3471321,0.3526949,0.0002370761,0.0002143591,1.89418,6.02044003986307,0.2107504195074948,401.811,966.796,564.9850000000001,19,True,True,False,True,False,True,True,Cu;S,False,,False,,False,True,True,False,True,True,True,False,,False,False,,auto_step9,,,auto_step9,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1039/c5ta01667c
10.1039_c4ee02428a__sample_6759,140,A,observed ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected; toxicity attention elements not detected; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; structure unknown; additive unknown; sintering unknown,10.1039/c4ee02428a,,6759,(Cu8S4)0.8(Cu5Fe2S4)0.2,,p,,,,,,1.190178,,,,1.190178,,,,,,,,14285.35,12290.31,10423.818958975373,5882.341652858728,0.47073,0.47073,0.0002231013,0.0002151899,1.190178,,,305.565,901.799,596.2339999999999,25,True,False,False,True,True,True,True,Cu;Fe;S,False,,False,,False,True,True,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1039/c4ee02428a
10.1021_acsaem.7b00128__sample_45664,140,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; high observed electrical conductivity; high ML predicted electrical conductivity; rare metal attention elements not detected; toxicity attention elements not detected; balanced recommended candidate,downstream ML prediction is not unbiased evaluation; structure unknown; additive unknown; sintering unknown,10.1021/acsaem.7b00128,,45664,Mg2Si0.4Sn0.6,,n,,,,,,1.377019,1.0556650258862084,1.589308619435177,1.3831805772505708,1.377019,1.0556650258862084,1.589308619435177,1.3831805772505708,,,,,156806.8,114460.2,95272.8755180844,72567.81696586592,2.142433,2.142433,0.0002193274,0.0001816588,1.377019,1.0556650258862084,1.3831805772505708,341.26,725.624,384.36400000000003,21,True,True,True,False,True,True,False,Mg;Si;Sn,False,,False,,False,True,True,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1021/acsaem.7b00128
10.1021_ja301772w__sample_7383,135,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; structure unknown; additive unknown; sintering unknown,10.1021/ja301772w,,7383,Pb0.975Na0.025S(SrS)0.03,,p,,,,,,1.223766,1.4278858430713477,1.2267717923887305,0.8343588358136651,1.223766,1.4278858430713477,1.2267717923887305,0.8343588358136651,,,,,60837.28,21689.345,47078.294387384536,26416.84268819536,0.6798561,0.7517986,0.00028685,0.0002037089,1.223766,1.4278858430713477,0.8343588358136651,303.199,929.831,626.6320000000001,26,True,True,True,True,True,True,True,Na;Pb;S;Sr,False,,False,Pb,True,True,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1021/ja301772w
10.1021_ja301772w__sample_7370,135,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; structure unknown; additive unknown; sintering unknown,10.1021/ja301772w,,7370,Pb0.975Na0.025S(SrS)0.03,,p,,,,,,1.129997,1.4176366186791634,1.3213076156837769,0.9285420510996202,1.129997,1.4176366186791634,1.3213076156837769,0.9285420510996202,,,,,68786.32,24907.550000000003,46994.49800274435,27666.449927054353,0.6870504,1.1490239999999998,0.0002783908,0.0001366321,1.129997,1.4176366186791634,0.9285420510996202,303.268,931.697,628.4290000000001,44,True,True,True,True,True,True,True,Na;Pb;S;Sr,False,,False,Pb,True,True,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1021/ja301772w
10.1016_j.jeurceramsoc.2018.03.046__sample_42391,135,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; structure unknown; additive unknown; sintering unknown,10.1016/j.jeurceramsoc.2018.03.046,,42391,PbCl0.01S0.99,,n,,,,,,1.007132,1.4493200455270854,1.3502421174962558,1.0065510073718738,1.007132,1.4493200455270854,1.3502421174962558,1.0065510073718738,,,,,32073.04,31041.93,42165.38019426834,31609.288138222528,0.8426572,0.9291371,0.0002192477,0.000159337,1.007132,1.4493200455270854,1.0065510073718738,300.0,800.146,500.14599999999996,11,True,True,True,True,True,True,True,Cl;Pb;S,False,,False,Pb,True,True,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1016/j.jeurceramsoc.2018.03.046
10.1021_ja301772w__sample_7384,135,A,observed ZT >= threshold; ML predicted ZT >= threshold; fitting predicted ZT >= threshold; low thermal conductivity; high observed electrical conductivity; high ML predicted electrical conductivity; low kappa and high sigma; rare metal attention elements not detected,downstream ML prediction is not unbiased evaluation; toxicity attention element detected; structure unknown; additive unknown; sintering unknown,10.1021/ja301772w,,7384,Pb0.975Na0.025S(CaS)0.03,,p,,,,,,1.153547,1.4762784009830654,1.300960988468044,1.0201311359940834,1.153547,1.4762784009830654,1.300960988468044,1.0201311359940834,,,,,72762.72,21995.620000000003,49211.87286025459,27645.162558702712,0.7230216,0.8597122500000001,0.0002868612,0.0001830896,1.153547,1.4762784009830654,1.0201311359940834,305.482,928.044,622.5619999999999,26,True,True,True,True,True,True,True,Ca;Na;Pb;S,False,,False,Pb,True,True,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,unknown,no,no,downstream_all_samples,not_unbiased_evaluation,https://doi.org/10.1021/ja301772w
