sample_key,DOI,paper_title,sample_id,composition,temperature_K,n_or_p,sigma_obs_raw,sigma_unit_raw,rho_obs_raw,rho_unit_raw,seebeck_obs_raw,seebeck_unit_raw,kappa_obs_raw,kappa_unit_raw,zt_obs_raw,zt_unit_raw,sigma_obs_S_per_m_step11,seebeck_obs_V_per_K_step11,kappa_obs_W_per_mK_step11,zt_obs_dimensionless_step11,row_quality_step11,row_quality_note_step11,zt_consistency_status_step11,problem_reason_step11
10.1002_aelm.201600171__sample_42883,10.1002/aelm.201600171,,42883,Si0.999P0.001,299.879,n,38187.07,ohm^(-1)*m^(-1),,,-0.0001213473,V*K^(-1),62.48455,W*m^(-1)*K^(-1),9.508316e-05,-,38187.07,-0.0001213473,62.48455,9.508316e-05,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.201100775__sample_6583,10.1002/aenm.201100775,,6583,Bi2S3,471.734,n,743.498,ohm^(-1)*m^(-1),,,-0.0003663939,V*K^(-1),0.9424421,W*m^(-1)*K^(-1),0.01853933,-,743.498,-0.0003663939,0.9424421,0.01853933,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.201500360__sample_19484,10.1002/aenm.201500360,,19484,SnSe0.87S0.1I0.03,470.025,n,24.53374,ohm^(-1)*m^(-1),,,-0.0002787486,V*K^(-1),0.4662116,W*m^(-1)*K^(-1),-0.01166006,-,24.53374,-0.0002787486,0.4662116,-0.01166006,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.201500360__sample_19485,10.1002/aenm.201500360,,19485,SnSe0.67S0.3I0.03,470.164,n,16.31543,ohm^(-1)*m^(-1),,,-0.0003117042,V*K^(-1),0.3802048,W*m^(-1)*K^(-1),0.0005202183,-,16.31543,-0.0003117042,0.3802048,0.0005202183,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.201500411__sample_1411,10.1002/aenm.201500411,,1411,Bi2Te2.79Se 0.21,430.0,n,72500.0,ohm^(-1)*m^(-1),,,-0.000206,V*K^(-1),0.775,W*m^(-1)*K^(-1),0.7460625,-,72500.0,-0.000206,0.775,0.7460625,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.201800775__sample_39703,10.1002/aenm.201800775,,39703,SnSb0.02Se0.96,323.028,n,48.25939,ohm^(-1)*m^(-1),,,-0.0003574713,V*K^(-1),0.4133894,W*m^(-1)*K^(-1),0.001714286,-,48.25939,-0.0003574713,0.4133894,0.001714286,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.201800775__sample_39704,10.1002/aenm.201800775,,39704,SnSb0.03Se0.94,323.615,n,111.8911,ohm^(-1)*m^(-1),,,-0.000208046,V*K^(-1),0.3361062,W*m^(-1)*K^(-1),0.001714286,-,111.8911,-0.000208046,0.3361062,0.001714286,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.202100883__sample_44898,10.1002/aenm.202100883,,44898,(Ag0.2Cu0.8)2S0.7Se0.3,399.774,p,2432.348,ohm^(-1)*m^(-1),,,-2.027121e-05,V*K^(-1),0.3855179,W*m^(-1)*K^(-1),-0.0002328103,-,2432.348,-2.027121e-05,0.3855179,-0.0002328103,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_aenm.202100883__sample_44900,10.1002/aenm.202100883,,44900,(Ag0.2Cu0.79)2S0.7Se0.3,347.908,p,384.6154,ohm^(-1)*m^(-1),,,0.0001430785,V*K^(-1),0.390026,W*m^(-1)*K^(-1),0.003076923,-,384.6154,0.0001430785,0.390026,0.003076923,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_andp.201900340__sample_38945,10.1002/andp.201900340,,38945,Bi6Cu2Se3.8Br0.2O6,297.826,mixed,58.74814,ohm^(-1)*m^(-1),,,0.0005215442,V*K^(-1),0.7792771,W*m^(-1)*K^(-1),0.002436054,-,58.74814,0.0005215442,0.7792771,0.002436054,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_andp.201900340__sample_38946,10.1002/andp.201900340,,38946,Bi6Cu2Se3.6Br0.4O6,298.551,n,46.724,ohm^(-1)*m^(-1),,,-0.0002455791,V*K^(-1),0.5942169,W*m^(-1)*K^(-1),0.0004872107,-,46.724,-0.0002455791,0.5942169,0.0004872107,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_andp.201900340__sample_38946,10.1002/andp.201900340,,38946,Bi6Cu2Se3.6Br0.4O6,323.913,n,58.05221,ohm^(-1)*m^(-1),,,-0.0002281445,V*K^(-1),0.5942169,W*m^(-1)*K^(-1),0.0007308161,-,58.05221,-0.0002281445,0.5942169,0.0007308161,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_andp.201900340__sample_38946,10.1002/andp.201900340,,38946,Bi6Cu2Se3.6Br0.4O6,373.913,n,68.72314,ohm^(-1)*m^(-1),,,-0.0002580324,V*K^(-1),0.5942169,W*m^(-1)*K^(-1),0.0007308161,-,68.72314,-0.0002580324,0.5942169,0.0007308161,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_andp.201900340__sample_38946,10.1002/andp.201900340,,38946,Bi6Cu2Se3.6Br0.4O6,473.188,n,66.07474,ohm^(-1)*m^(-1),,,-0.0002879203,V*K^(-1),0.5956627,W*m^(-1)*K^(-1),0.001705238,-,66.07474,-0.0002879203,0.5956627,0.001705238,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_anie.201402026__sample_30772,10.1002/anie.201402026,,30772,Bi0.67Sb1.5Te3,323.841,p,93924.71,ohm^(-1)*m^(-1),,,0.000232373,V*K^(-1),0.871762,W*m^(-1)*K^(-1),0.8998914,-,93924.71,0.000232373,0.871762,0.8998914,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_anie.201402026__sample_30772,10.1002/anie.201402026,,30772,Bi0.67Sb1.5Te3,349.684,p,86390.09,ohm^(-1)*m^(-1),,,0.0002385242,V*K^(-1),0.8751386,W*m^(-1)*K^(-1),0.9012215,-,86390.09,0.0002385242,0.8751386,0.9012215,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1002_ejic.201100282__sample_6274,10.1002/ejic.201100282,,6274,YbCdMnSb2,349.928,p,5536.913,ohm^(-1)*m^(-1),,,5.510353e-05,V*K^(-1),1.300042,W*m^(-1)*K^(-1),-0.002189216,-,5536.913,5.510353e-05,1.300042,-0.002189216,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s00339-004-2596-z__sample_8185,10.1007/s00339-004-2596-z,,8185,FeSi2.0,877.059,p,12482.41,ohm^(-1)*m^(-1),,,,,,,0.000199005,K^(-1),12482.41,,,,fit_only,usable for tau fitting,not_available,conversion or usability problem
10.1007_s00339-019-2525-9__sample_40565,10.1007/s00339-019-2525-9,,40565,Pb0.995Sb0.005Te,322.937,n,1292.789,ohm^(-1)*m^(-1),,,0.0001056022,V*K^(-1),1.542533,W*m^(-1)*K^(-1),-0.002127342,-,1292.789,0.0001056022,1.542533,-0.002127342,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10789-005-0258-y__sample_27762,10.1007/s10789-005-0258-y,,27762,(Bi2Te3)0.90(Sb2Te3)0.05(Sb2Se3)0.05,374.516,p,138197.4,ohm^(-1)*m^(-1),,,0.0001998174,V*K^(-1),,,0.00290826,K^(-1),138197.4,0.0001998174,,,fit_and_pf_eval,usable for tau fitting and PF evaluation,not_available,conversion or usability problem
10.1007_s10789-005-0258-y__sample_27762,10.1007/s10789-005-0258-y,,27762,(Bi2Te3)0.90(Sb2Te3)0.05(Sb2Se3)0.05,405.769,p,127640.9,ohm^(-1)*m^(-1),,,0.0002042009,V*K^(-1),,,0.00263303,K^(-1),127640.9,0.0002042009,,,fit_and_pf_eval,usable for tau fitting and PF evaluation,not_available,conversion or usability problem
10.1007_s10789-005-0258-y__sample_27762,10.1007/s10789-005-0258-y,,27762,(Bi2Te3)0.90(Sb2Te3)0.05(Sb2Se3)0.05,454.985,p,109477.2,ohm^(-1)*m^(-1),,,0.0002027397,V*K^(-1),,,0.0020367,K^(-1),109477.2,0.0002027397,,,fit_and_pf_eval,usable for tau fitting and PF evaluation,not_available,conversion or usability problem
10.1007_s10789-005-0258-y__sample_27762,10.1007/s10789-005-0258-y,,27762,(Bi2Te3)0.90(Sb2Te3)0.05(Sb2Se3)0.05,501.537,p,92793.92,ohm^(-1)*m^(-1),,,0.0001872146,V*K^(-1),,,0.00118349,K^(-1),92793.92,0.0001872146,,,fit_and_pf_eval,usable for tau fitting and PF evaluation,not_available,conversion or usability problem
10.1007_s10789-005-0258-y__sample_27762,10.1007/s10789-005-0258-y,,27762,(Bi2Te3)0.90(Sb2Te3)0.05(Sb2Se3)0.05,549.33,p,91801.4,ohm^(-1)*m^(-1),,,,,,,0.000825688,K^(-1),91801.4,,,,fit_only,usable for tau fitting,not_available,conversion or usability problem
10.1007_s10789-005-0258-y__sample_27762,10.1007/s10789-005-0258-y,,27762,(Bi2Te3)0.90(Sb2Te3)0.05(Sb2Se3)0.05,599.158,p,82967.24,ohm^(-1)*m^(-1),,,0.0001441096,V*K^(-1),,,0.000504587,K^(-1),82967.24,0.0001441096,,,fit_and_pf_eval,usable for tau fitting and PF evaluation,not_available,conversion or usability problem
10.1007_s10832-014-9969-2__sample_21058,10.1007/s10832-014-9969-2,,21058,Bi2O2Se,298.801,n,0.4941734,ohm^(-1)*m^(-1),,,-0.0002034931,V*K^(-1),0.9748251,W*m^(-1)*K^(-1),0.0,-,0.4941734,-0.0002034931,0.9748251,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10832-014-9969-2__sample_21058,10.1007/s10832-014-9969-2,,21058,Bi2O2Se,373.142,n,11.5039,ohm^(-1)*m^(-1),,,-0.000367456,V*K^(-1),0.9048361,W*m^(-1)*K^(-1),0.0,-,11.5039,-0.000367456,0.9048361,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10832-014-9969-2__sample_21058,10.1007/s10832-014-9969-2,,21058,Bi2O2Se,422.902,n,22.04243,ohm^(-1)*m^(-1),,,-0.000484872,V*K^(-1),0.8662708,W*m^(-1)*K^(-1),0.0,-,22.04243,-0.000484872,0.8662708,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10832-014-9969-2__sample_21058,10.1007/s10832-014-9969-2,,21058,Bi2O2Se,473.861,n,23.01928,ohm^(-1)*m^(-1),,,-0.0005100325,V*K^(-1),0.8236584,W*m^(-1)*K^(-1),0.0009594096,-,23.01928,-0.0005100325,0.8236584,0.0009594096,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10832-014-9969-2__sample_21060,10.1007/s10832-014-9969-2,,21060,Bi1.25Sn0.75O2Se,298.296,n,9.31497,ohm^(-1)*m^(-1),,,-0.0001595819,V*K^(-1),1.342726,W*m^(-1)*K^(-1),-0.0003191694,-,9.31497,-0.0001595819,1.342726,-0.0003191694,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10832-014-9969-2__sample_21060,10.1007/s10832-014-9969-2,,21060,Bi1.25Sn0.75O2Se,373.067,n,72.59134,ohm^(-1)*m^(-1),,,-0.0001816274,V*K^(-1),1.082767,W*m^(-1)*K^(-1),-2.452741e-05,-,72.59134,-0.0001816274,1.082767,-2.452741e-05,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10832-016-0038-x__sample_21066,10.1007/s10832-016-0038-x,,21066,Bi2O2Se,302.189,n,0.6713075,ohm^(-1)*m^(-1),,,-0.0006148994,V*K^(-1),1.316558,W*m^(-1)*K^(-1),3.864207e-06,-,0.6713075,-0.0006148994,1.316558,3.864207e-06,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10832-016-0038-x__sample_21066,10.1007/s10832-016-0038-x,,21066,Bi2O2Se,373.525,n,1.999916,ohm^(-1)*m^(-1),,,-0.0005936142,V*K^(-1),1.182008,W*m^(-1)*K^(-1),8.565658e-05,-,1.999916,-0.0005936142,1.182008,8.565658e-05,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10853-016-0008-3__sample_8444,10.1007/s10853-016-0008-3,,8444,Bi24Sb20Te56,374.316,p,117860.4,ohm^(-1)*m^(-1),,,0.0001221053,V*K^(-1),1.712464,W*m^(-1)*K^(-1),0.05236593,-,117860.4,0.0001221053,1.712464,0.05236593,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10853-016-0008-3__sample_8444,10.1007/s10853-016-0008-3,,8444,Bi24Sb20Te56,422.034,p,94643.4,ohm^(-1)*m^(-1),,,0.0001321053,V*K^(-1),1.902609,W*m^(-1)*K^(-1),0.04164038,-,94643.4,0.0001321053,1.902609,0.04164038,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10853-019-03623-4__sample_27698,10.1007/s10853-019-03623-4,,27698,Zr0.95Sc0.05NiSn,300.948,p,5766.587,ohm^(-1)*m^(-1),,,-1.532873e-05,V*K^(-1),4.741802,W*m^(-1)*K^(-1),-0.001563386,-,5766.587,-1.532873e-05,4.741802,-0.001563386,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10853-021-06089-5__sample_45131,10.1007/s10853-021-06089-5,,45131,Bi2O2Se,372.389,n,10.05025,ohm^(-1)*m^(-1),,,-0.0005950085,V*K^(-1),1.369532,W*m^(-1)*K^(-1),0.0004123711,-,10.05025,-0.0005950085,1.369532,0.0004123711,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45247,10.1007/s10854-021-06461-w,,45247,MoTe2,297.34,n,2.380952,ohm^(-1)*m^(-1),,,-0.0005621986,V*K^(-1),6.435119,W*m^(-1)*K^(-1),0.0,-,2.380952,-0.0005621986,6.435119,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45249,10.1007/s10854-021-06461-w,,45249,MoTe1.99I0.01,297.872,n,2.380952,ohm^(-1)*m^(-1),,,-0.0005537653,V*K^(-1),5.772102,W*m^(-1)*K^(-1),-0.0005369128,-,2.380952,-0.0005537653,5.772102,-0.0005369128,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45249,10.1007/s10854-021-06461-w,,45249,MoTe1.99I0.01,322.872,n,4.761905,ohm^(-1)*m^(-1),,,-0.0005604272,V*K^(-1),5.162774,W*m^(-1)*K^(-1),0.0,-,4.761905,-0.0005604272,5.162774,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45249,10.1007/s10854-021-06461-w,,45249,MoTe1.99I0.01,348.936,n,14.28571,ohm^(-1)*m^(-1),,,-0.0005663949,V*K^(-1),4.668615,W*m^(-1)*K^(-1),5.551115e-17,-,14.28571,-0.0005663949,4.668615,5.5511150000000004e-17,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45249,10.1007/s10854-021-06461-w,,45249,MoTe1.99I0.01,373.404,n,21.42857,ohm^(-1)*m^(-1),,,-0.0005716207,V*K^(-1),4.099735,W*m^(-1)*K^(-1),0.0002684564,-,21.42857,-0.0005716207,4.099735,0.0002684564,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45250,10.1007/s10854-021-06461-w,,45250,MoTe1.98I0.02,297.34,n,16.66667,ohm^(-1)*m^(-1),,,-0.0005479091,V*K^(-1),5.359646,W*m^(-1)*K^(-1),0.0,-,16.66667,-0.0005479091,5.359646,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45250,10.1007/s10854-021-06461-w,,45250,MoTe1.98I0.02,323.936,n,26.19048,ohm^(-1)*m^(-1),,,-0.0005521244,V*K^(-1),4.684994,W*m^(-1)*K^(-1),5.551115e-17,-,26.19048,-0.0005521244,4.684994,5.5511150000000004e-17,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45252,10.1007/s10854-021-06461-w,,45252,MoTe1.96I0.04,296.838,n,59.44705,ohm^(-1)*m^(-1),,,-0.0005316115,V*K^(-1),5.145832,W*m^(-1)*K^(-1),0.0002800225,-,59.44705,-0.0005316115,5.145832,0.0002800225,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s10854-021-06461-w__sample_45252,10.1007/s10854-021-06461-w,,45252,MoTe1.96I0.04,321.911,n,66.5262,ohm^(-1)*m^(-1),,,-0.000535689,V*K^(-1),4.451555,W*m^(-1)*K^(-1),0.0006757065,-,66.5262,-0.000535689,4.451555,0.0006757065,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s11595-009-6912-5__sample_9214,10.1007/s11595-009-6912-5,,9214,Mg2Si,550.772,n,15730.26,ohm^(-1)*m^(-1),,,-0.0003788933,V*K^(-1),3.784314,W*m^(-1)*K^(-1),0.07636364,-,15730.26,-0.0003788933,3.784314,0.07636364,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1007_s11595-010-2287-x__sample_20118,10.1007/s11595-010-2287-x,,20118,Ca3Co4O9,304.677,p,3330.925,ohm^(-1)*m^(-1),,,9.893204e-05,V*K^(-1),1.545517,W*m^(-1)*K^(-1),2.041176e-05,K^(-1),3330.925,9.893204e-05,1.545517,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20118,10.1007/s11595-010-2287-x,,20118,Ca3Co4O9,473.064,p,3674.277,ohm^(-1)*m^(-1),,,,,1.742127,W*m^(-1)*K^(-1),3.021176e-05,K^(-1),3674.277,,1.742127,,fit_only,usable for tau fitting,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20119,10.1007/s11595-010-2287-x,,20119,Ca3Co4O9,303.226,p,3143.642,ohm^(-1)*m^(-1),,,9.76699e-05,V*K^(-1),1.219587,W*m^(-1)*K^(-1),2.411765e-05,K^(-1),3143.642,9.76699e-05,1.219587,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20119,10.1007/s11595-010-2287-x,,20119,Ca3Co4O9,373.387,p,3185.26,ohm^(-1)*m^(-1),,,0.0001061165,V*K^(-1),1.337738,W*m^(-1)*K^(-1),2.601176e-05,K^(-1),3185.26,0.0001061165,1.337738,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20119,10.1007/s11595-010-2287-x,,20119,Ca3Co4O9,423.71,p,3239.884,ohm^(-1)*m^(-1),,,0.0001115534,V*K^(-1),1.403298,W*m^(-1)*K^(-1),2.815294e-05,K^(-1),3239.884,0.0001115534,1.403298,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20119,10.1007/s11595-010-2287-x,,20119,Ca3Co4O9,474.032,p,3367.341,ohm^(-1)*m^(-1),,,0.0001194175,V*K^(-1),1.419488,W*m^(-1)*K^(-1),3.375294e-05,K^(-1),3367.341,0.0001194175,1.419488,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20119,10.1007/s11595-010-2287-x,,20119,Ca3Co4O9,523.387,p,3533.815,ohm^(-1)*m^(-1),,,0.0001273786,V*K^(-1),1.42909,W*m^(-1)*K^(-1),4.034118e-05,K^(-1),3533.815,0.0001273786,1.42909,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20120,10.1007/s11595-010-2287-x,,20120,Ca3Co4O9,302.742,p,2961.561,ohm^(-1)*m^(-1),,,9.718447e-05,V*K^(-1),,,2.465294e-05,K^(-1),2961.561,9.718447e-05,,,fit_and_pf_eval,usable for tau fitting and PF evaluation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20120,10.1007/s11595-010-2287-x,,20120,Ca3Co4O9,372.419,p,2987.572,ohm^(-1)*m^(-1),,,0.0001034951,V*K^(-1),1.238963,W*m^(-1)*K^(-1),2.506471e-05,K^(-1),2987.572,0.0001034951,1.238963,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20120,10.1007/s11595-010-2287-x,,20120,Ca3Co4O9,423.71,p,3102.023,ohm^(-1)*m^(-1),,,0.0001097087,V*K^(-1),1.28314,W*m^(-1)*K^(-1),2.848235e-05,K^(-1),3102.023,0.0001097087,1.28314,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20120,10.1007/s11595-010-2287-x,,20120,Ca3Co4O9,472.581,p,3216.474,ohm^(-1)*m^(-1),,,0.0001165049,V*K^(-1),1.324018,W*m^(-1)*K^(-1),3.268235e-05,K^(-1),3216.474,0.0001165049,1.324018,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20120,10.1007/s11595-010-2287-x,,20120,Ca3Co4O9,524.355,p,3414.162,ohm^(-1)*m^(-1),,,0.0001215534,V*K^(-1),1.330324,W*m^(-1)*K^(-1),3.787059e-05,K^(-1),3414.162,0.0001215534,1.330324,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20121,10.1007/s11595-010-2287-x,,20121,Ca3Co4O9,302.742,p,2927.746,ohm^(-1)*m^(-1),,,9.76699e-05,V*K^(-1),,,2.856471e-05,K^(-1),2927.746,9.76699e-05,,,fit_and_pf_eval,usable for tau fitting and PF evaluation,not_available,conversion or usability problem
10.1007_s11595-010-2287-x__sample_20121,10.1007/s11595-010-2287-x,,20121,Ca3Co4O9,372.903,p,2990.173,ohm^(-1)*m^(-1),,,0.0001015534,V*K^(-1),1.052966,W*m^(-1)*K^(-1),2.823529e-05,K^(-1),2990.173,0.0001015534,1.052966,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
